Data Zone ID,Council Code,SIMD2012Rank
S01000106,S12000033,6439
S01000107,S12000033,3020
S01000108,S12000033,2112
S01000109,S12000033,3183
S01000110,S12000033,4189
S01000111,S12000033,6241
S01000112,S12000033,2947
S01000113,S12000033,6490
S01000114,S12000033,2113
S01000115,S12000033,2434
S01000116,S12000033,6142
S01000117,S12000033,5618
S01000118,S12000033,3216
S01000119,S12000033,2176
S01000120,S12000033,5764
S01000121,S12000033,3799
S01000122,S12000033,1824
S01000123,S12000033,5693
S01000124,S12000033,4827
S01000125,S12000033,2496
S01000126,S12000033,1550
S01000127,S12000033,6489
S01000128,S12000033,4921
S01000129,S12000033,5660
S01000130,S12000033,3260
S01000131,S12000033,6130
S01000132,S12000033,5229
S01000133,S12000033,2068
S01000134,S12000033,1223
S01000135,S12000033,1086
S01000136,S12000033,1343
S01000137,S12000033,3791
S01000138,S12000033,4547
S01000139,S12000033,2645
S01000140,S12000033,2546
S01000141,S12000033,5576
S01000142,S12000033,883
S01000143,S12000033,6422
S01000144,S12000033,4900
S01000145,S12000033,1146
S01000146,S12000033,1838
S01000147,S12000033,3187
S01000148,S12000033,888
S01000149,S12000033,3335
S01000150,S12000033,2710
S01000151,S12000033,1633
S01000152,S12000033,4195
S01000153,S12000033,2913
S01000154,S12000033,2711
S01000155,S12000033,1897
S01000156,S12000033,2240
S01000157,S12000033,762
S01000158,S12000033,2209
S01000159,S12000033,6193
S01000160,S12000033,3077
S01000161,S12000033,6388
S01000162,S12000033,3061
S01000163,S12000033,1560
S01000164,S12000033,3645
S01000165,S12000033,1114
S01000166,S12000033,5709
S01000167,S12000033,2642
S01000168,S12000033,1403
S01000169,S12000033,3374
S01000170,S12000033,5820
S01000171,S12000033,5684
S01000172,S12000033,4990
S01000173,S12000033,2090
S01000174,S12000033,6309
S01000175,S12000033,3012
S01000176,S12000033,5862
S01000177,S12000033,5958
S01000178,S12000033,2399
S01000179,S12000033,351
S01000180,S12000033,2053
S01000181,S12000033,1002
S01000182,S12000033,1921
S01000183,S12000033,2106
S01000184,S12000033,5240
S01000185,S12000033,959
S01000186,S12000033,3755
S01000187,S12000033,1972
S01000188,S12000033,2706
S01000189,S12000033,828
S01000190,S12000033,1630
S01000191,S12000033,5052
S01000192,S12000033,1424
S01000193,S12000033,1295
S01000194,S12000033,872
S01000195,S12000033,863
S01000196,S12000033,284
S01000197,S12000033,1873
S01000198,S12000033,387
S01000199,S12000033,689
S01000200,S12000033,2026
S01000201,S12000033,2151
S01000202,S12000033,3452
S01000203,S12000033,496
S01000204,S12000033,1404
S01000205,S12000033,3178
S01000206,S12000033,2959
S01000207,S12000033,847
S01000208,S12000033,396
S01000209,S12000033,275
S01000210,S12000033,430
S01000211,S12000033,986
S01000212,S12000033,2012
S01000213,S12000033,1583
S01000214,S12000033,3576
S01000215,S12000033,4493
S01000216,S12000033,5147
S01000217,S12000033,674
S01000218,S12000033,2802
S01000219,S12000033,845
S01000220,S12000033,5477
S01000221,S12000033,1671
S01000222,S12000033,3604
S01000223,S12000033,4871
S01000224,S12000033,3373
S01000225,S12000033,4815
S01000226,S12000033,6088
S01000227,S12000033,6175
S01000228,S12000033,3923
S01000229,S12000033,2558
S01000230,S12000033,4032
S01000231,S12000033,6392
S01000232,S12000033,2977
S01000233,S12000033,3405
S01000234,S12000033,6133
S01000235,S12000033,6297
S01000236,S12000033,5306
S01000237,S12000033,5672
S01000238,S12000033,6458
S01000239,S12000033,6026
S01000240,S12000033,5448
S01000241,S12000033,6462
S01000242,S12000033,5848
S01000243,S12000033,6467
S01000244,S12000033,3679
S01000245,S12000033,5037
S01000246,S12000033,6007
S01000247,S12000033,6321
S01000248,S12000033,6230
S01000249,S12000033,5665
S01000250,S12000033,5811
S01000251,S12000033,6365
S01000252,S12000033,6079
S01000253,S12000033,6306
S01000254,S12000033,5927
S01000255,S12000033,5896
S01000256,S12000033,4864
S01000257,S12000033,5321
S01000258,S12000033,6331
S01000259,S12000033,6044
S01000260,S12000033,5952
S01000261,S12000033,6009
S01000262,S12000033,5768
S01000263,S12000033,3566
S01000264,S12000033,3744
S01000265,S12000033,3643
S01000266,S12000033,3965
S01000267,S12000033,3782
S01000268,S12000034,3046
S01000269,S12000034,5036
S01000270,S12000034,4279
S01000271,S12000034,3185
S01000272,S12000034,4879
S01000273,S12000034,3867
S01000274,S12000034,4040
S01000275,S12000034,5475
S01000276,S12000034,5923
S01000277,S12000034,4681
S01000278,S12000034,2423
S01000279,S12000034,5482
S01000280,S12000034,4586
S01000281,S12000034,3879
S01000282,S12000034,4364
S01000283,S12000034,4927
S01000284,S12000034,5051
S01000285,S12000034,4977
S01000286,S12000034,4816
S01000287,S12000034,5990
S01000288,S12000034,6028
S01000289,S12000034,4831
S01000290,S12000034,2674
S01000291,S12000034,6060
S01000292,S12000034,5558
S01000293,S12000034,4587
S01000294,S12000034,6323
S01000295,S12000034,6395
S01000296,S12000034,6412
S01000297,S12000034,5257
S01000298,S12000034,6229
S01000299,S12000034,5264
S01000300,S12000034,5113
S01000301,S12000034,5438
S01000302,S12000034,4688
S01000303,S12000034,4645
S01000304,S12000034,5905
S01000305,S12000034,4755
S01000306,S12000034,5178
S01000307,S12000034,5387
S01000308,S12000034,5271
S01000309,S12000034,5013
S01000310,S12000034,6160
S01000311,S12000034,6022
S01000312,S12000034,5319
S01000313,S12000034,5806
S01000314,S12000034,5700
S01000315,S12000034,6372
S01000316,S12000034,4227
S01000317,S12000034,4381
S01000318,S12000034,6503
S01000319,S12000034,5740
S01000320,S12000034,6220
S01000321,S12000034,5652
S01000322,S12000034,6430
S01000323,S12000034,5462
S01000324,S12000034,6208
S01000325,S12000034,5731
S01000326,S12000034,4838
S01000327,S12000034,6275
S01000328,S12000034,4637
S01000329,S12000034,3922
S01000330,S12000034,5140
S01000331,S12000034,4078
S01000332,S12000034,5430
S01000333,S12000034,5374
S01000334,S12000034,5213
S01000335,S12000034,4571
S01000336,S12000034,4954
S01000337,S12000034,5302
S01000338,S12000034,4431
S01000339,S12000034,6019
S01000340,S12000034,5278
S01000341,S12000034,4876
S01000342,S12000034,3762
S01000343,S12000034,5255
S01000344,S12000034,4583
S01000345,S12000034,5921
S01000346,S12000034,6270
S01000347,S12000034,5214
S01000348,S12000034,6414
S01000349,S12000034,5697
S01000350,S12000034,6039
S01000351,S12000034,6383
S01000352,S12000034,6488
S01000353,S12000034,6188
S01000354,S12000034,4775
S01000355,S12000034,6389
S01000356,S12000034,5152
S01000357,S12000034,6501
S01000358,S12000034,6475
S01000359,S12000034,6419
S01000360,S12000034,3942
S01000361,S12000034,5505
S01000362,S12000034,5478
S01000363,S12000034,5497
S01000364,S12000034,4713
S01000365,S12000034,5205
S01000366,S12000034,5471
S01000367,S12000034,5574
S01000368,S12000034,5982
S01000369,S12000034,4577
S01000370,S12000034,5208
S01000371,S12000034,4947
S01000372,S12000034,5074
S01000373,S12000034,6461
S01000374,S12000034,6362
S01000375,S12000034,3699
S01000376,S12000034,3798
S01000377,S12000034,5409
S01000378,S12000034,5340
S01000379,S12000034,5358
S01000380,S12000034,5565
S01000381,S12000034,5746
S01000382,S12000034,5138
S01000383,S12000034,4617
S01000384,S12000034,3503
S01000385,S12000034,4248
S01000386,S12000034,4550
S01000387,S12000034,4890
S01000388,S12000034,5212
S01000389,S12000034,5290
S01000390,S12000034,3210
S01000391,S12000034,4817
S01000392,S12000034,5474
S01000393,S12000034,4769
S01000394,S12000034,4428
S01000395,S12000034,5026
S01000396,S12000034,3030
S01000397,S12000034,5006
S01000398,S12000034,5436
S01000399,S12000034,3936
S01000400,S12000034,3959
S01000401,S12000034,5246
S01000402,S12000034,5039
S01000403,S12000034,5418
S01000404,S12000034,6247
S01000405,S12000034,5291
S01000406,S12000034,3669
S01000407,S12000034,3886
S01000408,S12000034,6384
S01000409,S12000034,5965
S01000410,S12000034,5468
S01000411,S12000034,5216
S01000412,S12000034,5038
S01000413,S12000034,5129
S01000414,S12000034,5470
S01000415,S12000034,4404
S01000416,S12000034,5414
S01000417,S12000034,5930
S01000418,S12000034,4601
S01000419,S12000034,4836
S01000420,S12000034,5350
S01000421,S12000034,5254
S01000422,S12000034,5079
S01000423,S12000034,5656
S01000424,S12000034,4776
S01000425,S12000034,4666
S01000426,S12000034,5060
S01000427,S12000034,5398
S01000428,S12000034,5723
S01000429,S12000034,6284
S01000430,S12000034,5673
S01000431,S12000034,2670
S01000432,S12000034,6027
S01000433,S12000034,4777
S01000434,S12000034,3684
S01000435,S12000034,5626
S01000436,S12000034,6242
S01000437,S12000034,5025
S01000438,S12000034,6476
S01000439,S12000034,4477
S01000440,S12000034,4855
S01000441,S12000034,3075
S01000442,S12000034,5277
S01000443,S12000034,4960
S01000444,S12000034,4920
S01000445,S12000034,4759
S01000446,S12000034,4766
S01000447,S12000034,4880
S01000448,S12000034,4436
S01000449,S12000034,3528
S01000450,S12000034,5163
S01000451,S12000034,4826
S01000452,S12000034,4080
S01000453,S12000034,4246
S01000454,S12000034,4095
S01000455,S12000034,3050
S01000456,S12000034,4331
S01000457,S12000034,5650
S01000458,S12000034,4793
S01000459,S12000034,3676
S01000460,S12000034,1940
S01000461,S12000034,2763
S01000462,S12000034,3361
S01000463,S12000034,3235
S01000464,S12000034,4031
S01000465,S12000034,4818
S01000466,S12000034,4224
S01000467,S12000034,3398
S01000468,S12000034,4185
S01000469,S12000034,6146
S01000470,S12000034,5833
S01000471,S12000034,4523
S01000472,S12000034,4103
S01000473,S12000034,2829
S01000474,S12000034,3696
S01000475,S12000034,3644
S01000476,S12000034,3987
S01000477,S12000034,4302
S01000478,S12000034,2690
S01000479,S12000034,2429
S01000480,S12000034,5481
S01000481,S12000034,3796
S01000482,S12000034,1396
S01000483,S12000034,2210
S01000484,S12000034,3065
S01000485,S12000034,5942
S01000486,S12000034,569
S01000487,S12000034,3451
S01000488,S12000034,2281
S01000489,S12000034,925
S01000490,S12000034,5903
S01000491,S12000034,940
S01000492,S12000034,1864
S01000493,S12000034,4042
S01000494,S12000034,1850
S01000495,S12000034,4976
S01000496,S12000034,5720
S01000497,S12000034,4937
S01000498,S12000034,5287
S01000499,S12000034,4802
S01000500,S12000034,2491
S01000501,S12000034,4133
S01000502,S12000034,3579
S01000503,S12000034,3182
S01000504,S12000034,4239
S01000505,S12000034,4287
S01000506,S12000034,4700
S01000507,S12000034,3573
S01000508,S12000034,3941
S01000509,S12000034,4779
S01000510,S12000034,3553
S01000511,S12000034,4882
S01000512,S12000034,5393
S01000513,S12000034,2667
S01000514,S12000034,3392
S01000515,S12000034,4164
S01000516,S12000034,4154
S01000517,S12000034,3581
S01000518,S12000034,3985
S01000519,S12000034,4659
S01000520,S12000034,3718
S01000521,S12000034,2330
S01000522,S12000034,3550
S01000523,S12000034,2543
S01000524,S12000034,3339
S01000525,S12000034,3716
S01000526,S12000034,3722
S01000527,S12000034,4578
S01000528,S12000034,3940
S01000529,S12000034,2617
S01000530,S12000034,3963
S01000531,S12000034,2702
S01000532,S12000034,2924
S01000533,S12000034,3132
S01000534,S12000034,2545
S01000535,S12000034,3749
S01000536,S12000034,3973
S01000537,S12000034,3843
S01000538,S12000034,3665
S01000539,S12000034,2119
S01000540,S12000034,3082
S01000541,S12000034,3130
S01000542,S12000034,3498
S01000543,S12000034,4214
S01000544,S12000034,3229
S01000545,S12000034,2937
S01000546,S12000034,2770
S01000547,S12000034,3610
S01000548,S12000034,3480
S01000549,S12000034,5110
S01000550,S12000034,6263
S01000551,S12000034,3901
S01000552,S12000034,5519
S01000553,S12000034,5137
S01000554,S12000034,2273
S01000555,S12000034,3123
S01000556,S12000034,2107
S01000557,S12000034,3860
S01000558,S12000034,4856
S01000559,S12000034,2660
S01000560,S12000034,1775
S01000561,S12000034,3055
S01000562,S12000034,1745
S01000563,S12000034,901
S01000564,S12000034,620
S01000565,S12000034,2430
S01000566,S12000034,2211
S01000567,S12000034,1883
S01000568,S12000034,3551
S01000569,S12000041,5065
S01000570,S12000041,4296
S01000571,S12000041,3131
S01000572,S12000041,5570
S01000573,S12000041,6074
S01000574,S12000041,6213
S01000575,S12000041,5419
S01000576,S12000041,5661
S01000577,S12000041,4823
S01000578,S12000041,5492
S01000579,S12000041,5931
S01000580,S12000041,5780
S01000581,S12000041,5874
S01000582,S12000041,3693
S01000583,S12000041,4949
S01000584,S12000041,2604
S01000585,S12000041,3464
S01000586,S12000041,4030
S01000587,S12000041,3213
S01000588,S12000041,5288
S01000589,S12000041,5007
S01000590,S12000041,5250
S01000591,S12000041,5292
S01000592,S12000041,4662
S01000593,S12000041,4503
S01000594,S12000041,4786
S01000595,S12000041,5341
S01000596,S12000041,5633
S01000597,S12000041,5757
S01000598,S12000041,5005
S01000599,S12000041,4844
S01000600,S12000041,4602
S01000601,S12000041,4544
S01000602,S12000041,3236
S01000603,S12000041,4473
S01000604,S12000041,5643
S01000605,S12000041,4989
S01000606,S12000041,1066
S01000607,S12000041,4494
S01000608,S12000041,1267
S01000609,S12000041,1156
S01000610,S12000041,1309
S01000611,S12000041,1294
S01000612,S12000041,1680
S01000613,S12000041,3885
S01000614,S12000041,3381
S01000615,S12000041,1395
S01000616,S12000041,4138
S01000617,S12000041,4663
S01000618,S12000041,4096
S01000619,S12000041,4604
S01000620,S12000041,548
S01000621,S12000041,2869
S01000622,S12000041,1460
S01000623,S12000041,2249
S01000624,S12000041,2912
S01000625,S12000041,946
S01000626,S12000041,509
S01000627,S12000041,3042
S01000628,S12000041,1827
S01000629,S12000041,3629
S01000630,S12000041,2664
S01000631,S12000041,1699
S01000632,S12000041,3463
S01000633,S12000041,5187
S01000634,S12000041,2013
S01000635,S12000041,2986
S01000636,S12000041,3806
S01000637,S12000041,3897
S01000638,S12000041,4445
S01000639,S12000041,4115
S01000640,S12000041,3946
S01000641,S12000041,4310
S01000642,S12000041,4311
S01000643,S12000041,4317
S01000644,S12000041,4326
S01000645,S12000041,3224
S01000646,S12000041,5068
S01000647,S12000041,3314
S01000648,S12000041,1316
S01000649,S12000041,4258
S01000650,S12000041,3680
S01000651,S12000041,2633
S01000652,S12000041,4627
S01000653,S12000041,2174
S01000654,S12000041,2516
S01000655,S12000041,1332
S01000656,S12000041,2248
S01000657,S12000041,1723
S01000658,S12000041,1658
S01000659,S12000041,4739
S01000660,S12000041,5452
S01000661,S12000041,3817
S01000662,S12000041,4098
S01000663,S12000041,4161
S01000664,S12000041,3632
S01000665,S12000041,4228
S01000666,S12000041,4312
S01000667,S12000041,4212
S01000668,S12000041,1982
S01000669,S12000041,2213
S01000670,S12000041,4211
S01000671,S12000041,4704
S01000672,S12000041,4140
S01000673,S12000041,5408
S01000674,S12000041,3662
S01000675,S12000041,5846
S01000676,S12000041,3823
S01000677,S12000041,2169
S01000678,S12000041,4055
S01000679,S12000041,1768
S01000680,S12000041,1631
S01000681,S12000041,1759
S01000682,S12000041,2769
S01000683,S12000041,4093
S01000684,S12000041,1742
S01000685,S12000041,4490
S01000686,S12000041,2687
S01000687,S12000041,1903
S01000688,S12000041,4400
S01000689,S12000041,3084
S01000690,S12000041,5041
S01000691,S12000041,2889
S01000692,S12000041,1299
S01000693,S12000041,1264
S01000694,S12000041,2896
S01000695,S12000041,3457
S01000696,S12000041,2594
S01000697,S12000041,4183
S01000698,S12000041,3446
S01000699,S12000041,2996
S01000700,S12000041,3617
S01000701,S12000041,5520
S01000702,S12000041,6043
S01000703,S12000041,3660
S01000704,S12000041,4199
S01000705,S12000041,5198
S01000706,S12000041,5179
S01000707,S12000041,4387
S01000708,S12000041,4283
S01000709,S12000041,4656
S01000710,S12000041,3433
S01000711,S12000035,3518
S01000712,S12000035,4238
S01000713,S12000035,3536
S01000714,S12000035,3301
S01000715,S12000035,2062
S01000716,S12000035,824
S01000717,S12000035,742
S01000718,S12000035,1969
S01000719,S12000035,4084
S01000720,S12000035,3204
S01000721,S12000035,2465
S01000722,S12000035,2899
S01000723,S12000035,4186
S01000724,S12000035,3444
S01000725,S12000035,3671
S01000726,S12000035,3485
S01000727,S12000035,2328
S01000728,S12000035,3751
S01000729,S12000035,2428
S01000730,S12000035,2582
S01000731,S12000035,936
S01000732,S12000035,318
S01000733,S12000035,1304
S01000734,S12000035,4740
S01000735,S12000035,3620
S01000736,S12000035,3037
S01000737,S12000035,1863
S01000738,S12000035,4314
S01000739,S12000035,4066
S01000740,S12000035,2999
S01000741,S12000035,3219
S01000742,S12000035,2991
S01000743,S12000035,3732
S01000744,S12000035,1476
S01000745,S12000035,2961
S01000746,S12000035,1813
S01000747,S12000035,1803
S01000748,S12000035,352
S01000749,S12000035,191
S01000750,S12000035,3510
S01000751,S12000035,4811
S01000752,S12000035,757
S01000753,S12000035,2978
S01000754,S12000035,2862
S01000755,S12000035,3448
S01000756,S12000035,3276
S01000757,S12000035,3146
S01000758,S12000035,4974
S01000759,S12000035,1875
S01000760,S12000035,4558
S01000761,S12000035,4180
S01000762,S12000035,5706
S01000763,S12000035,4204
S01000764,S12000035,5375
S01000765,S12000035,5345
S01000766,S12000035,4075
S01000767,S12000035,170
S01000768,S12000035,2290
S01000769,S12000035,1778
S01000770,S12000035,465
S01000771,S12000035,4639
S01000772,S12000035,4978
S01000773,S12000035,4089
S01000774,S12000035,2616
S01000775,S12000035,5553
S01000776,S12000035,6116
S01000777,S12000035,2789
S01000778,S12000035,5792
S01000779,S12000035,3975
S01000780,S12000035,1185
S01000781,S12000035,5933
S01000782,S12000035,5770
S01000783,S12000035,4088
S01000784,S12000035,5487
S01000785,S12000035,2573
S01000786,S12000035,4003
S01000787,S12000035,3442
S01000788,S12000035,4846
S01000789,S12000035,3598
S01000790,S12000035,5312
S01000791,S12000035,3330
S01000792,S12000035,4628
S01000793,S12000035,3218
S01000794,S12000035,2153
S01000795,S12000035,4896
S01000796,S12000035,3881
S01000797,S12000035,2775
S01000798,S12000035,2805
S01000799,S12000035,5593
S01000800,S12000035,2444
S01000801,S12000035,4299
S01000802,S12000035,3624
S01000803,S12000035,4144
S01000804,S12000035,3206
S01000805,S12000035,3927
S01000806,S12000035,3819
S01000807,S12000035,4112
S01000808,S12000035,3742
S01000809,S12000035,3893
S01000810,S12000035,3683
S01000811,S12000035,5584
S01000812,S12000035,1555
S01000813,S12000035,4481
S01000814,S12000035,1743
S01000815,S12000035,815
S01000816,S12000035,2093
S01000817,S12000035,3919
S01000818,S12000035,4470
S01000819,S12000035,3312
S01000820,S12000035,3694
S01000821,S12000035,3367
S01000822,S12000035,3984
S01000823,S12000035,2200
S01000824,S12000035,4259
S01000825,S12000035,5043
S01000826,S12000035,2898
S01000827,S12000035,4190
S01000828,S12000035,3466
S01000829,S12000035,3497
S01000830,S12000035,3747
S01000831,S12000035,3100
S01000832,S12000035,4542
S01000833,S12000005,3090
S01000834,S12000005,1862
S01000835,S12000005,942
S01000836,S12000005,107
S01000837,S12000005,464
S01000838,S12000005,3455
S01000839,S12000005,3607
S01000840,S12000005,510
S01000841,S12000005,196
S01000842,S12000005,4724
S01000843,S12000005,3678
S01000844,S12000005,2133
S01000845,S12000005,4504
S01000846,S12000005,466
S01000847,S12000005,1961
S01000848,S12000005,4356
S01000849,S12000005,3041
S01000850,S12000005,926
S01000851,S12000005,5369
S01000852,S12000005,1176
S01000853,S12000005,1814
S01000854,S12000005,1104
S01000855,S12000005,3198
S01000856,S12000005,1194
S01000857,S12000005,2576
S01000858,S12000005,4734
S01000859,S12000005,4543
S01000860,S12000005,732
S01000861,S12000005,4561
S01000862,S12000005,5386
S01000863,S12000005,2155
S01000864,S12000005,4520
S01000865,S12000005,1523
S01000866,S12000005,948
S01000867,S12000005,517
S01000868,S12000005,605
S01000869,S12000005,426
S01000870,S12000005,853
S01000871,S12000005,2480
S01000872,S12000005,3376
S01000873,S12000005,3682
S01000874,S12000005,816
S01000875,S12000005,4233
S01000876,S12000005,2866
S01000877,S12000005,1237
S01000878,S12000005,6308
S01000879,S12000005,5331
S01000880,S12000005,5992
S01000881,S12000005,1730
S01000882,S12000005,2548
S01000883,S12000005,3425
S01000884,S12000005,4116
S01000885,S12000005,6154
S01000886,S12000005,3033
S01000887,S12000005,3139
S01000888,S12000005,2526
S01000889,S12000005,3283
S01000890,S12000005,1985
S01000891,S12000005,5456
S01000892,S12000005,5967
S01000893,S12000005,5634
S01000894,S12000005,5527
S01000895,S12000005,4372
S01000896,S12000005,5453
S01000897,S12000006,2542
S01000898,S12000006,3285
S01000899,S12000006,1440
S01000900,S12000006,3721
S01000901,S12000006,2731
S01000902,S12000006,5048
S01000903,S12000006,3268
S01000904,S12000006,2477
S01000905,S12000006,3491
S01000906,S12000006,4382
S01000907,S12000006,2927
S01000908,S12000006,3239
S01000909,S12000006,4346
S01000910,S12000006,2581
S01000911,S12000006,4834
S01000912,S12000006,3969
S01000913,S12000006,3920
S01000914,S12000006,4923
S01000915,S12000006,3426
S01000916,S12000006,2458
S01000917,S12000006,3156
S01000918,S12000006,2724
S01000919,S12000006,3083
S01000920,S12000006,3793
S01000921,S12000006,2552
S01000922,S12000006,3184
S01000923,S12000006,2975
S01000924,S12000006,1546
S01000925,S12000006,2751
S01000926,S12000006,2316
S01000927,S12000006,2045
S01000928,S12000006,2884
S01000929,S12000006,410
S01000930,S12000006,198
S01000931,S12000006,1740
S01000932,S12000006,2704
S01000933,S12000006,2482
S01000934,S12000006,657
S01000935,S12000006,2697
S01000936,S12000006,3226
S01000937,S12000006,1201
S01000938,S12000006,2424
S01000939,S12000006,3461
S01000940,S12000006,4955
S01000941,S12000006,1618
S01000942,S12000006,2732
S01000943,S12000006,5199
S01000944,S12000006,3909
S01000945,S12000006,3593
S01000946,S12000006,3445
S01000947,S12000006,2365
S01000948,S12000006,3602
S01000949,S12000006,5338
S01000950,S12000006,3758
S01000951,S12000006,2948
S01000952,S12000006,3832
S01000953,S12000006,5912
S01000954,S12000006,2867
S01000955,S12000006,4597
S01000956,S12000006,1954
S01000957,S12000006,3467
S01000958,S12000006,1919
S01000959,S12000006,4576
S01000960,S12000006,3137
S01000961,S12000006,4511
S01000962,S12000006,2637
S01000963,S12000006,1785
S01000964,S12000006,4649
S01000965,S12000006,692
S01000966,S12000006,2306
S01000967,S12000006,1758
S01000968,S12000006,3786
S01000969,S12000006,2184
S01000970,S12000006,2321
S01000971,S12000006,1505
S01000972,S12000006,6126
S01000973,S12000006,3327
S01000974,S12000006,5174
S01000975,S12000006,4508
S01000976,S12000006,3531
S01000977,S12000006,4588
S01000978,S12000006,2799
S01000979,S12000006,3307
S01000980,S12000006,2457
S01000981,S12000006,4848
S01000982,S12000006,4363
S01000983,S12000006,2610
S01000984,S12000006,3450
S01000985,S12000006,2103
S01000986,S12000006,2934
S01000987,S12000006,4090
S01000988,S12000006,4435
S01000989,S12000006,4498
S01000990,S12000006,2925
S01000991,S12000006,4234
S01000992,S12000006,3543
S01000993,S12000006,4109
S01000994,S12000006,2863
S01000995,S12000006,6203
S01000996,S12000006,4137
S01000997,S12000006,5594
S01000998,S12000006,2048
S01000999,S12000006,5797
S01001000,S12000006,3118
S01001001,S12000006,3333
S01001002,S12000006,5028
S01001003,S12000006,5078
S01001004,S12000006,6178
S01001005,S12000006,5691
S01001006,S12000006,6405
S01001007,S12000006,1843
S01001008,S12000006,3809
S01001009,S12000006,4495
S01001010,S12000006,1727
S01001011,S12000006,3549
S01001012,S12000006,5547
S01001013,S12000006,4188
S01001014,S12000006,529
S01001015,S12000006,2178
S01001016,S12000006,2370
S01001017,S12000006,1657
S01001018,S12000006,2483
S01001019,S12000006,395
S01001020,S12000006,2124
S01001021,S12000006,3383
S01001022,S12000006,1989
S01001023,S12000006,3776
S01001024,S12000006,3504
S01001025,S12000006,4722
S01001026,S12000006,3735
S01001027,S12000006,4034
S01001028,S12000006,1764
S01001029,S12000006,474
S01001030,S12000006,5464
S01001031,S12000006,2120
S01001032,S12000006,636
S01001033,S12000006,580
S01001034,S12000006,101
S01001035,S12000006,1289
S01001036,S12000006,1685
S01001037,S12000006,680
S01001038,S12000006,5403
S01001039,S12000006,3653
S01001040,S12000006,3630
S01001041,S12000006,5031
S01001042,S12000006,5343
S01001043,S12000006,5022
S01001044,S12000006,3835
S01001045,S12000006,5071
S01001046,S12000006,3772
S01001047,S12000006,4966
S01001048,S12000006,5304
S01001049,S12000006,2250
S01001050,S12000006,4360
S01001051,S12000006,1966
S01001052,S12000006,1997
S01001053,S12000006,3926
S01001054,S12000006,2740
S01001055,S12000006,3368
S01001056,S12000006,3244
S01001057,S12000006,4106
S01001058,S12000006,3554
S01001059,S12000006,2222
S01001060,S12000006,3195
S01001061,S12000006,4514
S01001062,S12000006,4215
S01001063,S12000006,4253
S01001064,S12000006,4872
S01001065,S12000006,5158
S01001066,S12000006,3704
S01001067,S12000006,3364
S01001068,S12000006,2967
S01001069,S12000006,3572
S01001070,S12000006,3784
S01001071,S12000006,3874
S01001072,S12000006,3019
S01001073,S12000006,3548
S01001074,S12000006,4616
S01001075,S12000006,4000
S01001076,S12000006,3670
S01001077,S12000006,4009
S01001078,S12000006,2935
