Data Zone ID,Council Code,SIMD2009Rank
S01000507,S12000034,3944
S01000508,S12000034,3871
S01000509,S12000034,4777
S01000510,S12000034,4137
S01000511,S12000034,4280
S01000512,S12000034,5444
S01000513,S12000034,2887
S01000514,S12000034,3036
S01000515,S12000034,3659
S01000516,S12000034,4299
S01000517,S12000034,3998
S01000518,S12000034,4189
S01000519,S12000034,4322
S01000520,S12000034,3575
S01000521,S12000034,2419
S01000522,S12000034,3361
S01000523,S12000034,2332
S01000524,S12000034,2689
S01000525,S12000034,3428
S01000526,S12000034,4233
S01000527,S12000034,4832
S01000528,S12000034,3961
S01000529,S12000034,2947
S01000530,S12000034,3781
S01000531,S12000034,2668
S01000532,S12000034,2764
S01000533,S12000034,2402
S01000534,S12000034,2825
S01000535,S12000034,3406
S01000536,S12000034,3369
S01000537,S12000034,3121
S01000538,S12000034,3405
S01000539,S12000034,1833
S01000540,S12000034,4106
S01000541,S12000034,2932
S01000542,S12000034,3508
S01000543,S12000034,4160
S01000544,S12000034,3916
S01000545,S12000034,2608
S01000546,S12000034,2953
S01000547,S12000034,3313
S01000548,S12000034,3206
S01000549,S12000034,4841
S01000550,S12000034,6130
S01000551,S12000034,3904
S01000552,S12000034,5664
S01000553,S12000034,5415
S01000554,S12000034,2130
S01000555,S12000034,2690
S01000556,S12000034,2134
S01000557,S12000034,3962
S01000558,S12000034,4787
S01000559,S12000034,2702
S01000560,S12000034,2094
S01000561,S12000034,2320
S01000562,S12000034,1743
S01000563,S12000034,1037
S01000564,S12000034,459
S01000565,S12000034,2219
S01000566,S12000034,1547
S01000567,S12000034,1614
S01000568,S12000034,3380
S01000569,S12000041,5615
S01000570,S12000041,5072
S01000571,S12000041,3352
S01000572,S12000041,5423
S01000573,S12000041,6227
S01000574,S12000041,5655
S01000575,S12000041,4979
S01000576,S12000041,5348
S01000577,S12000041,5846
S01000578,S12000041,5535
S01000579,S12000041,5985
S01000580,S12000041,5287
S01000581,S12000041,5956
S01000582,S12000041,3613
S01000583,S12000041,4812
S01000584,S12000041,2310
S01000585,S12000041,3865
S01000586,S12000041,4376
S01000587,S12000041,3349
S01000588,S12000041,5360
S01000589,S12000041,5070
S01000590,S12000041,5754
S01000591,S12000041,5376
S01000592,S12000041,4895
S01000593,S12000041,4396
S01000594,S12000041,4806
S01000595,S12000041,5447
S01000596,S12000041,5452
S01000597,S12000041,5902
S01000598,S12000041,5045
S01000599,S12000041,5115
S01000600,S12000041,4833
S01000601,S12000041,4440
S01000602,S12000041,2933
S01000603,S12000041,4308
S01000604,S12000041,5523
S01000605,S12000041,4500
S01000606,S12000041,637
S01000607,S12000041,5248
S01000608,S12000041,1157
S01000609,S12000041,939
S01000610,S12000041,1387
S01000611,S12000041,1530
S01000612,S12000041,1680
S01000613,S12000041,3992
S01000614,S12000041,3478
S01000615,S12000041,1958
S01000616,S12000041,4367
S01000617,S12000041,4835
S01000618,S12000041,4370
S01000619,S12000041,4708
S01000620,S12000041,652
S01000621,S12000041,3345
S01000622,S12000041,1326
S01000623,S12000041,2241
S01000624,S12000041,2496
S01000625,S12000041,703
S01000626,S12000041,440
S01000627,S12000041,3377
S01000628,S12000041,1828
S01000629,S12000041,3359
S01000630,S12000041,2618
S01000631,S12000041,1388
S01000632,S12000041,3123
S01000633,S12000041,4760
S01000634,S12000041,1741
S01000635,S12000041,2973
S01000636,S12000041,3791
S01000637,S12000041,4055
S01000638,S12000041,4197
S01000639,S12000041,3598
S01000640,S12000041,4451
S01000641,S12000041,4282
S01000642,S12000041,4265
S01000643,S12000041,3765
S01000644,S12000041,4541
S01000645,S12000041,3010
S01000646,S12000041,4948
S01000647,S12000041,3808
S01000648,S12000041,1531
S01000649,S12000041,3958
S01000650,S12000041,3754
S01000651,S12000041,2655
S01000652,S12000041,4300
S01000653,S12000041,2440
S01000654,S12000041,2276
S01000655,S12000041,1561
S01000656,S12000041,2411
S01000657,S12000041,2126
S01000658,S12000041,1893
S01000659,S12000041,4805
S01000660,S12000041,5946
S01000661,S12000041,3800
S01000662,S12000041,3960
S01000663,S12000041,4149
S01000664,S12000041,3061
S01000665,S12000041,3899
S01000666,S12000041,4815
S01000667,S12000041,4742
S01000668,S12000041,1995
S01000669,S12000041,2930
S01000670,S12000041,3893
S01000671,S12000041,4593
S01000672,S12000041,4271
S01000673,S12000041,5685
S01000674,S12000041,3383
S01000675,S12000041,5910
S01000676,S12000041,4028
S01000677,S12000041,2274
S01000678,S12000041,4597
S01000679,S12000041,1804
S01000680,S12000041,1808
S01000681,S12000041,1550
S01000682,S12000041,2819
S01000683,S12000041,4571
S01000684,S12000041,1638
S01000685,S12000041,4295
S01000686,S12000041,3498
S01000687,S12000041,2342
S01000688,S12000041,3637
S01000689,S12000041,2699
S01000690,S12000041,5539
S01000691,S12000041,3030
S01000692,S12000041,859
S01000693,S12000041,1308
S01000694,S12000041,2099
S01000695,S12000041,3818
S01000696,S12000041,3162
S01000697,S12000041,3762
S01000698,S12000041,4122
S01000699,S12000041,2240
S01000700,S12000041,3367
S01000701,S12000041,4962
S01000702,S12000041,6255
S01000703,S12000041,3834
S01000704,S12000041,4017
S01000705,S12000041,4883
S01000706,S12000041,4964
S01000707,S12000041,4186
S01000708,S12000041,3728
S01000709,S12000041,4892
S01000710,S12000041,3197
S01000711,S12000035,3654
S01000712,S12000035,4227
S01000713,S12000035,3085
S01000714,S12000035,3223
S01000715,S12000035,1777
S01000716,S12000035,960
S01000717,S12000035,461
S01000718,S12000035,1879
S01000719,S12000035,4314
S01000720,S12000035,3293
S01000721,S12000035,2676
S01000722,S12000035,2565
S01000723,S12000035,3641
S01000724,S12000035,2791
S01000725,S12000035,3100
S01000726,S12000035,2870
S01000727,S12000035,2080
S01000728,S12000035,3606
S01000729,S12000035,2253
S01000730,S12000035,2415
S01000731,S12000035,743
S01000732,S12000035,284
S01000733,S12000035,1028
S01000734,S12000035,4714
S01000735,S12000035,3174
S01000736,S12000035,2855
S01000737,S12000035,2054
S01000738,S12000035,3968
S01000739,S12000035,3140
S01000740,S12000035,2851
S01000741,S12000035,3163
S01000742,S12000035,2679
S01000743,S12000035,3307
S01000744,S12000035,1694
S01000745,S12000035,2350
S01000746,S12000035,1708
S01000747,S12000035,1485
S01000748,S12000035,331
S01000749,S12000035,337
S01000750,S12000035,3017
S01000751,S12000035,5289
S01000752,S12000035,780
S01000753,S12000035,3166
S01000754,S12000035,2931
S01000755,S12000035,3368
S01000756,S12000035,3118
S01000757,S12000035,2631
S01000758,S12000035,5181
S01000759,S12000035,1750
S01000760,S12000035,3934
S01000761,S12000035,3697
S01000762,S12000035,5306
S01000763,S12000035,4057
S01000764,S12000035,5143
S01000765,S12000035,5384
S01000766,S12000035,4251
S01000767,S12000035,115
S01000768,S12000035,2103
S01000769,S12000035,1851
S01000770,S12000035,587
S01000771,S12000035,4487
S01000772,S12000035,5037
S01000773,S12000035,3605
S01000774,S12000035,2404
S01000775,S12000035,5074
S01000776,S12000035,5671
S01000777,S12000035,3336
S01000778,S12000035,5628
S01000779,S12000035,2942
S01000780,S12000035,1534
S01000781,S12000035,5683
S01000782,S12000035,5887
S01000783,S12000035,4027
S01000784,S12000035,4866
S01000785,S12000035,2547
S01000786,S12000035,4577
S01000787,S12000035,3071
S01000788,S12000035,4368
S01000789,S12000035,3444
S01000790,S12000035,5247
S01000791,S12000035,3012
S01000792,S12000035,4545
S01000793,S12000035,3593
S01000794,S12000035,2220
S01000795,S12000035,4584
S01000796,S12000035,3624
S01000797,S12000035,3143
S01000798,S12000035,2804
S01000799,S12000035,5721
S01000800,S12000035,2883
S01000801,S12000035,4736
S01000802,S12000035,3396
S01000803,S12000035,4108
S01000804,S12000035,3749
S01000805,S12000035,3763
S01000806,S12000035,3493
S01000807,S12000035,3881
S01000808,S12000035,3753
S01000809,S12000035,3306
S01000810,S12000035,3341
S01000811,S12000035,5296
S01000812,S12000035,1877
S01000813,S12000035,4146
S01000814,S12000035,1674
S01000815,S12000035,607
S01000816,S12000035,1960
S01000817,S12000035,3189
S01000818,S12000035,4495
S01000819,S12000035,3600
S01000820,S12000035,3422
S01000821,S12000035,3476
S01000822,S12000035,3532
S01000823,S12000035,2288
S01000824,S12000035,4021
S01000825,S12000035,4641
S01000826,S12000035,2235
S01000827,S12000035,4157
S01000828,S12000035,3387
S01000829,S12000035,3215
S01000830,S12000035,3152
S01000831,S12000035,2875
S01000832,S12000035,4220
S01000833,S12000005,2248
S01000834,S12000005,1846
S01000835,S12000005,1524
S01000836,S12000005,92
S01000837,S12000005,553
S01000838,S12000005,3730
S01000839,S12000005,4088
S01000840,S12000005,595
S01000841,S12000005,121
S01000842,S12000005,4460
S01000843,S12000005,4192
S01000844,S12000005,1796
S01000845,S12000005,4205
S01000846,S12000005,470
S01000847,S12000005,2609
S01000848,S12000005,4467
S01000849,S12000005,2938
S01000850,S12000005,967
S01000851,S12000005,4843
S01000852,S12000005,1127
S01000853,S12000005,2023
S01000854,S12000005,937
S01000855,S12000005,3500
S01000856,S12000005,1348
S01000857,S12000005,2797
S01000858,S12000005,5551
S01000859,S12000005,4374
S01000860,S12000005,932
S01000861,S12000005,4344
S01000862,S12000005,5102
S01000863,S12000005,1795
S01000864,S12000005,4399
S01000865,S12000005,1574
S01000866,S12000005,995
S01000867,S12000005,693
S01000868,S12000005,563
S01000869,S12000005,374
S01000870,S12000005,787
S01000871,S12000005,2840
S01000872,S12000005,3333
S01000873,S12000005,3930
S01000874,S12000005,1045
S01000875,S12000005,4054
S01000876,S12000005,2800
S01000877,S12000005,1256
S01000878,S12000005,6192
S01000879,S12000005,5011
S01000880,S12000005,5767
S01000881,S12000005,2042
S01000882,S12000005,2914
S01000883,S12000005,3145
S01000884,S12000005,4235
S01000885,S12000005,6326
S01000886,S12000005,3170
S01000887,S12000005,3651
S01000888,S12000005,2640
S01000889,S12000005,3566
S01000890,S12000005,2056
S01000891,S12000005,5521
S01000892,S12000005,5587
S01000893,S12000005,5763
S01000894,S12000005,5421
S01000895,S12000005,4469
S01000896,S12000005,5192
S01000897,S12000006,2272
S01000898,S12000006,2951
S01000899,S12000006,983
S01000900,S12000006,3270
S01000901,S12000006,2244
S01000902,S12000006,4538
S01000903,S12000006,2591
S01000904,S12000006,2383
S01000905,S12000006,3210
S01000906,S12000006,3798
S01000907,S12000006,2428
S01000908,S12000006,3588
S01000909,S12000006,3945
S01000910,S12000006,2215
S01000911,S12000006,4710
S01000912,S12000006,3722
S01000913,S12000006,4256
S01000914,S12000006,4924
S01000915,S12000006,3325
S01000916,S12000006,2511
S01000917,S12000006,2955
S01000918,S12000006,2300
S01000919,S12000006,2698
S01000920,S12000006,4330
S01000921,S12000006,2438
S01000922,S12000006,2849
S01000923,S12000006,3432
S01000924,S12000006,1493
S01000925,S12000006,2686
S01000926,S12000006,1977
S01000927,S12000006,1246
S01000928,S12000006,2902
S01000929,S12000006,288
S01000930,S12000006,225
S01000931,S12000006,2224
S01000932,S12000006,2569
S01000933,S12000006,2225
S01000934,S12000006,957
S01000935,S12000006,3147
S01000936,S12000006,2994
S01000937,S12000006,1053
S01000938,S12000006,2367
S01000939,S12000006,3946
S01000940,S12000006,4988
S01000941,S12000006,1596
S01000942,S12000006,2948
S01000943,S12000006,5265
S01000944,S12000006,4097
S01000945,S12000006,3921
S01000946,S12000006,3068
S01000947,S12000006,2963
S01000948,S12000006,3291
S01000949,S12000006,5963
S01000950,S12000006,3374
S01000951,S12000006,2600
S01000952,S12000006,3692
S01000953,S12000006,5469
S01000954,S12000006,2850
S01000955,S12000006,4362
S01000956,S12000006,1728
S01000957,S12000006,3101
S01000958,S12000006,2659
S01000959,S12000006,4533
S01000960,S12000006,2704
S01000961,S12000006,4135
S01000962,S12000006,2725
S01000963,S12000006,1978
S01000964,S12000006,4479
S01000965,S12000006,650
S01000966,S12000006,2206
S01000967,S12000006,1752
S01000968,S12000006,3725
S01000969,S12000006,2458
S01000970,S12000006,2578
S01000971,S12000006,1462
S01000972,S12000006,5746
S01000973,S12000006,3205
S01000974,S12000006,4946
S01000975,S12000006,4136
S01000976,S12000006,3557
S01000977,S12000006,4431
S01000978,S12000006,2635
S01000979,S12000006,3094
S01000980,S12000006,2265
S01000981,S12000006,4580
S01000982,S12000006,3696
S01000983,S12000006,2777
S01000984,S12000006,3799
S01000985,S12000006,1843
S01000986,S12000006,2822
S01000987,S12000006,3979
S01000988,S12000006,4721
S01000989,S12000006,4489
S01000990,S12000006,2530
S01000991,S12000006,4244
S01000992,S12000006,3815
S01000993,S12000006,4712
S01000994,S12000006,2518
S01000995,S12000006,5641
S01000996,S12000006,4343
S01000997,S12000006,4838
S01000998,S12000006,1751
S01000999,S12000006,5832
S01001000,S12000006,3820
S01001001,S12000006,3699
S01001002,S12000006,4909
S01001003,S12000006,5314
S01001004,S12000006,5926
S01001005,S12000006,5622
S01001006,S12000006,5989
S01001007,S12000006,1785
S01001008,S12000006,4447
S01001009,S12000006,4394
S01001010,S12000006,1427
S01001011,S12000006,3536
S01001012,S12000006,5497
S01001013,S12000006,3988
S01001014,S12000006,609
S01001015,S12000006,2249
S01001016,S12000006,2255
S01001017,S12000006,1537
S01001018,S12000006,2519
S01001019,S12000006,371
S01001020,S12000006,2299
S01001021,S12000006,3137
S01001022,S12000006,1817
S01001023,S12000006,4153
S01001024,S12000006,3626
S01001025,S12000006,4686
S01001026,S12000006,3942
S01001027,S12000006,4168
S01001028,S12000006,1292
S01001029,S12000006,493
S01001030,S12000006,6008
S01001031,S12000006,2154
S01001032,S12000006,603
S01001033,S12000006,617
S01001034,S12000006,189
S01001035,S12000006,1381
S01001036,S12000006,978
S01001037,S12000006,903
S01001038,S12000006,4971
S01001039,S12000006,3412
S01001040,S12000006,3547
S01001041,S12000006,5097
S01001042,S12000006,5229
S01001043,S12000006,4994
S01001044,S12000006,3785
S01001045,S12000006,4863
S01001046,S12000006,3821
S01001047,S12000006,5186
S01001048,S12000006,4858
S01001049,S12000006,2199
S01001050,S12000006,4103
S01001051,S12000006,2353
S01001052,S12000006,1834
S01001053,S12000006,4409
S01001054,S12000006,3379
S01001055,S12000006,3703
S01001056,S12000006,4036
S01001057,S12000006,3874
S01001058,S12000006,4077
S01001059,S12000006,1826
S01001060,S12000006,3758
S01001061,S12000006,4102
S01001062,S12000006,3649
S01001063,S12000006,4752
S01001064,S12000006,4983
S01001065,S12000006,4991
S01001066,S12000006,3731
S01001067,S12000006,3053
S01001068,S12000006,2559
S01001069,S12000006,3740
S01001070,S12000006,3693
S01001071,S12000006,3408
S01001072,S12000006,3079
S01001073,S12000006,3450
S01001074,S12000006,4825
S01001075,S12000006,3868
S01001076,S12000006,4046
S01001077,S12000006,4144
S01001078,S12000006,2533
S01001079,S12000006,4788
