Data Zone ID,Council Code,SIMD2016Rank
S01006935,S12000034,6964
S01006936,S12000034,6442
S01006937,S12000034,6597
S01006938,S12000034,6129
S01006939,S12000034,6914
S01006940,S12000034,6867
S01006941,S12000034,6090
S01006942,S12000034,5367
S01006943,S12000034,6713
S01006944,S12000034,6245
S01006945,S12000034,6816
S01006946,S12000034,5659
S01006947,S12000034,5921
S01006948,S12000034,5254
S01006949,S12000034,5567
S01006950,S12000034,4885
S01006951,S12000034,5551
S01006952,S12000034,3906
S01006953,S12000034,5886
S01006954,S12000034,5113
S01006955,S12000034,4301
S01006956,S12000034,5993
S01006957,S12000034,5800
S01006958,S12000034,6685
S01006959,S12000034,3489
S01006960,S12000034,6641
S01006961,S12000034,6573
S01006962,S12000034,6680
S01006963,S12000034,6226
S01006964,S12000034,5610
S01006965,S12000034,6297
S01006966,S12000034,3756
S01006967,S12000034,6770
S01006968,S12000034,5532
S01006969,S12000034,5023
S01006970,S12000034,6747
S01006971,S12000034,4133
S01006972,S12000034,5482
S01006973,S12000034,5471
S01006974,S12000034,5973
S01006975,S12000034,4976
S01006976,S12000034,5767
S01006977,S12000034,3752
S01006978,S12000034,5199
S01006979,S12000034,5721
S01006980,S12000034,5403
S01006981,S12000034,5555
S01006982,S12000034,6518
S01006983,S12000034,5672
S01006984,S12000034,5802
S01006985,S12000034,6694
S01006986,S12000034,5824
S01006987,S12000034,5397
S01006988,S12000034,4894
S01006989,S12000034,5930
S01006990,S12000034,6467
S01006991,S12000034,4063
S01006992,S12000034,4831
S01006993,S12000034,3849
S01006994,S12000034,3352
S01006995,S12000034,5203
S01006996,S12000034,5639
S01006997,S12000034,5730
S01006998,S12000034,5421
S01006999,S12000034,4504
S01007000,S12000034,5329
S01007001,S12000034,5174
S01007002,S12000034,4122
S01007003,S12000034,5149
S01007004,S12000034,4759
S01007005,S12000034,5694
S01007006,S12000034,4140
S01007007,S12000034,4072
S01007008,S12000034,3634
S01007009,S12000034,4151
S01007010,S12000034,6330
S01007011,S12000034,2717
S01007012,S12000034,1927
S01007013,S12000034,3239
S01007014,S12000034,5591
S01007015,S12000034,3903
S01007016,S12000034,4395
S01007017,S12000034,3368
S01007018,S12000034,5353
S01007019,S12000034,3712
S01007020,S12000034,4603
S01007021,S12000034,4774
S01007022,S12000034,6352
S01007023,S12000034,4525
S01007024,S12000034,3482
S01007025,S12000034,3016
S01007026,S12000034,4433
S01007027,S12000034,3182
S01007028,S12000034,3364
S01007029,S12000034,4011
S01007030,S12000034,3924
S01007031,S12000034,2740
S01007032,S12000034,2369
S01007033,S12000034,3321
S01007034,S12000034,3328
S01007035,S12000034,1876
S01007036,S12000034,4623
S01007037,S12000034,3561
S01007038,S12000034,3149
S01007039,S12000034,2940
S01007040,S12000034,3806
S01007041,S12000034,3862
S01007042,S12000034,3647
S01007043,S12000034,4373
S01007044,S12000034,4233
S01007045,S12000034,2821
S01007046,S12000034,2973
S01007047,S12000034,4050
S01007048,S12000034,3750
S01007049,S12000034,2922
S01007050,S12000034,4065
S01007051,S12000034,5505
S01007052,S12000034,4384
S01007053,S12000034,4272
S01007054,S12000034,4108
S01007055,S12000034,4867
S01007056,S12000034,3790
S01007057,S12000034,5350
S01007058,S12000034,3555
S01007059,S12000034,4671
S01007060,S12000034,2727
S01007061,S12000034,5248
S01007062,S12000034,4726
S01007063,S12000034,5464
S01007064,S12000034,4285
S01007065,S12000034,5210
S01007066,S12000034,4189
S01007067,S12000034,5146
S01007068,S12000034,2700
S01007069,S12000034,4454
S01007070,S12000034,2175
S01007071,S12000034,4667
S01007072,S12000034,6087
S01007073,S12000034,5665
S01007074,S12000034,3673
S01007075,S12000034,2431
S01007076,S12000034,3648
S01007077,S12000034,4533
S01007078,S12000034,2874
S01007079,S12000034,2464
S01007080,S12000034,2298
S01007081,S12000034,2043
S01007082,S12000034,1994
S01007083,S12000034,1390
S01007084,S12000034,4062
S01007085,S12000034,2466
S01007086,S12000034,754
S01007087,S12000034,1217
S01007088,S12000034,884
S01007089,S12000034,5569
S01007090,S12000034,5700
S01007091,S12000034,3991
S01007092,S12000034,2346
S01007093,S12000034,5809
S01007094,S12000034,4251
S01007095,S12000034,4028
S01007096,S12000034,5269
S01007097,S12000034,3584
S01007098,S12000034,5749
S01007099,S12000034,4956
S01007100,S12000034,3825
S01007101,S12000034,2203
S01007102,S12000034,3540
S01007103,S12000034,4688
S01007104,S12000034,4053
S01007105,S12000034,3833
S01007106,S12000034,3405
S01007107,S12000034,4886
S01007108,S12000034,2916
S01007109,S12000034,2705
S01007110,S12000034,2765
S01007111,S12000034,3952
S01007112,S12000034,5963
S01007113,S12000034,4699
S01007114,S12000034,5538
S01007115,S12000034,4417
S01007116,S12000034,6239
S01007117,S12000034,6626
S01007118,S12000034,2035
S01007119,S12000034,1778
S01007120,S12000034,1648
S01007121,S12000034,1677
S01007122,S12000034,3296
S01007123,S12000034,3299
S01007124,S12000034,4489
S01007125,S12000034,3178
S01007126,S12000034,536
S01007127,S12000034,1078
S01007128,S12000034,2020
S01007129,S12000041,5814
S01007130,S12000041,5529
S01007131,S12000041,5946
S01007132,S12000041,6675
S01007133,S12000041,3537
S01007134,S12000041,3504
S01007135,S12000041,5068
S01007136,S12000041,5579
S01007137,S12000041,5969
S01007138,S12000041,5037
S01007139,S12000041,4546
S01007140,S12000041,4557
S01007141,S12000041,4199
S01007142,S12000041,6135
S01007143,S12000041,6885
S01007144,S12000041,3962
S01007145,S12000041,4778
S01007146,S12000041,6058
S01007147,S12000041,5510
S01007148,S12000041,6299
S01007149,S12000041,5641
S01007150,S12000041,6335
S01007151,S12000041,6631
S01007152,S12000041,5561
S01007153,S12000041,5134
S01007154,S12000041,4117
S01007155,S12000041,5242
S01007156,S12000041,4762
S01007157,S12000041,3003
S01007158,S12000041,5795
S01007159,S12000041,2368
S01007160,S12000041,3479
S01007161,S12000041,3863
S01007162,S12000041,3780
S01007163,S12000041,5077
S01007164,S12000041,5216
S01007165,S12000041,5574
S01007166,S12000041,5747
S01007167,S12000041,6100
S01007168,S12000041,5980
S01007169,S12000041,5959
S01007170,S12000041,4685
S01007171,S12000041,4903
S01007172,S12000041,4015
S01007173,S12000041,5667
S01007174,S12000041,3444
S01007175,S12000041,5495
S01007176,S12000041,5320
S01007177,S12000041,2015
S01007178,S12000041,1136
S01007179,S12000041,6207
S01007180,S12000041,5039
S01007181,S12000041,5092
S01007182,S12000041,4281
S01007183,S12000041,2825
S01007184,S12000041,1967
S01007185,S12000041,1201
S01007186,S12000041,631
S01007187,S12000041,1864
S01007188,S12000041,2523
S01007189,S12000041,1794
S01007190,S12000041,3722
S01007191,S12000041,3424
S01007192,S12000041,2246
S01007193,S12000041,3635
S01007194,S12000041,1096
S01007195,S12000041,1337
S01007196,S12000041,2553
S01007197,S12000041,1084
S01007198,S12000041,1245
S01007199,S12000041,655
S01007200,S12000041,3228
S01007201,S12000041,2348
S01007202,S12000041,2083
S01007203,S12000041,2995
S01007204,S12000041,4240
S01007205,S12000041,3707
S01007206,S12000041,3933
S01007207,S12000041,3675
S01007208,S12000041,1800
S01007209,S12000041,2418
S01007210,S12000041,1917
S01007211,S12000041,2252
S01007212,S12000041,5273
S01007213,S12000041,5171
S01007214,S12000041,1684
S01007215,S12000041,3603
S01007216,S12000041,5064
S01007217,S12000041,2299
S01007218,S12000041,5682
S01007219,S12000041,2965
S01007220,S12000041,2987
S01007221,S12000041,5857
S01007222,S12000041,3625
S01007223,S12000041,6150
S01007224,S12000041,5382
S01007225,S12000041,4218
S01007226,S12000041,4562
S01007227,S12000041,3380
S01007228,S12000041,3257
S01007229,S12000041,4040
S01007230,S12000041,1545
S01007231,S12000041,1914
S01007232,S12000041,1140
S01007233,S12000041,4069
S01007234,S12000041,3242
S01007235,S12000041,2603
S01007236,S12000041,3348
S01007237,S12000041,6153
S01007238,S12000041,4351
S01007239,S12000041,6119
S01007240,S12000041,3665
S01007241,S12000041,5008
S01007242,S12000041,3997
S01007243,S12000041,4731
S01007244,S12000041,4139
S01007245,S12000041,3674
S01007246,S12000041,3843
S01007247,S12000041,4329
S01007248,S12000041,6581
S01007249,S12000041,4201
S01007250,S12000041,3260
S01007251,S12000041,3866
S01007252,S12000041,4492
S01007253,S12000041,6132
S01007254,S12000041,2406
S01007255,S12000041,1375
S01007256,S12000041,2219
S01007257,S12000041,1405
S01007258,S12000041,3279
S01007259,S12000041,2563
S01007260,S12000041,1344
S01007261,S12000041,5169
S01007262,S12000041,3193
S01007263,S12000041,3014
S01007264,S12000041,4405
S01007265,S12000041,2892
S01007266,S12000041,3341
S01007267,S12000041,3820
S01007268,S12000041,4249
S01007269,S12000041,4551
S01007270,S12000041,4088
S01007271,S12000041,3996
S01007272,S12000041,1740
S01007273,S12000041,3858
S01007274,S12000041,2997
S01007275,S12000041,4992
S01007276,S12000041,4409
S01007277,S12000041,5724
S01007278,S12000041,6225
S01007279,S12000041,4253
S01007280,S12000041,3612
S01007281,S12000041,3965
S01007282,S12000041,3782
S01007283,S12000041,5573
S01007284,S12000035,3195
S01007285,S12000035,3919
S01007286,S12000035,5379
S01007287,S12000035,3773
S01007288,S12000035,3789
S01007289,S12000035,4561
S01007290,S12000035,3981
S01007291,S12000035,2000
S01007292,S12000035,5576
S01007293,S12000035,1767
S01007294,S12000035,4467
S01007295,S12000035,939
S01007296,S12000035,1953
S01007297,S12000035,5074
S01007298,S12000035,3937
S01007299,S12000035,3453
S01007300,S12000035,1947
S01007301,S12000035,5234
S01007302,S12000035,2532
S01007303,S12000035,3785
S01007304,S12000035,3989
S01007305,S12000035,4496
S01007306,S12000035,4471
S01007307,S12000035,4010
S01007308,S12000035,3583
S01007309,S12000035,3867
S01007310,S12000035,3607
S01007311,S12000035,4586
S01007312,S12000035,3749
S01007313,S12000035,4161
S01007314,S12000035,4864
S01007315,S12000035,4717
S01007316,S12000035,2258
S01007317,S12000035,3998
S01007318,S12000035,3293
S01007319,S12000035,3692
S01007320,S12000035,4475
S01007321,S12000035,3684
S01007322,S12000035,4101
S01007323,S12000035,4112
S01007324,S12000035,4239
S01007325,S12000035,3753
S01007326,S12000035,3865
S01007327,S12000035,2715
S01007328,S12000035,3515
S01007329,S12000035,3318
S01007330,S12000035,3155
S01007331,S12000035,3169
S01007332,S12000035,3574
S01007333,S12000035,4200
S01007334,S12000035,876
S01007335,S12000035,1780
S01007336,S12000035,858
S01007337,S12000035,2046
S01007338,S12000035,3653
S01007339,S12000035,4810
S01007340,S12000035,2079
S01007341,S12000035,4099
S01007342,S12000035,5369
S01007343,S12000035,3568
S01007344,S12000035,2515
S01007345,S12000035,917
S01007346,S12000035,444
S01007347,S12000035,1578
S01007348,S12000035,2379
S01007349,S12000035,2250
S01007350,S12000035,1458
S01007351,S12000035,3414
S01007352,S12000035,3393
S01007353,S12000035,3190
S01007354,S12000035,3353
S01007355,S12000035,2976
S01007356,S12000035,2714
S01007357,S12000035,3779
S01007358,S12000035,4280
S01007359,S12000035,2160
S01007360,S12000035,4206
S01007361,S12000035,3681
S01007362,S12000035,3309
S01007363,S12000035,2833
S01007364,S12000035,923
S01007365,S12000035,2358
S01007366,S12000035,349
S01007367,S12000035,1474
S01007368,S12000035,541
S01007369,S12000035,2094
S01007370,S12000035,1480
S01007371,S12000035,3167
S01007372,S12000035,3931
S01007373,S12000035,4310
S01007374,S12000035,4227
S01007375,S12000035,3805
S01007376,S12000035,1839
S01007377,S12000035,4771
S01007378,S12000035,6417
S01007379,S12000035,2856
S01007380,S12000035,3086
S01007381,S12000035,5643
S01007382,S12000035,5007
S01007383,S12000035,4466
S01007384,S12000035,5152
S01007385,S12000035,4261
S01007386,S12000035,6041
S01007387,S12000035,6078
S01007388,S12000035,6397
S01007389,S12000035,3088
S01007390,S12000035,3146
S01007391,S12000035,6579
S01007392,S12000035,6504
S01007393,S12000035,5571
S01007394,S12000035,4927
S01007395,S12000035,1259
S01007396,S12000035,1936
S01007397,S12000035,4319
S01007398,S12000035,965
S01007399,S12000035,223
S01007400,S12000035,4530
S01007401,S12000035,5922
S01007402,S12000035,5690
S01007403,S12000035,5636
S01007404,S12000035,3556
S01007405,S12000035,5335
S01007406,S12000035,5490
S01007407,S12000035,5195
S01007408,S12000035,3387
S01007409,S12000005,3125
S01007410,S12000005,748
S01007411,S12000005,692
S01007412,S12000005,2975
S01007413,S12000005,5040
S01007414,S12000005,5944
S01007415,S12000005,1052
S01007416,S12000005,589
S01007417,S12000005,5345
S01007418,S12000005,1884
S01007419,S12000005,1466
S01007420,S12000005,5225
S01007421,S12000005,3987
S01007422,S12000005,3613
S01007423,S12000005,4730
S01007424,S12000005,6484
S01007425,S12000005,3680
S01007426,S12000005,2081
S01007427,S12000005,1949
S01007428,S12000005,2386
S01007429,S12000005,3202
S01007430,S12000005,4051
S01007431,S12000005,6593
S01007432,S12000005,2390
S01007433,S12000005,3289
S01007434,S12000005,688
S01007435,S12000005,2396
S01007436,S12000005,1167
S01007437,S12000005,1764
S01007438,S12000005,1811
S01007439,S12000005,3051
S01007440,S12000005,2878
S01007441,S12000005,6192
S01007442,S12000005,6883
S01007443,S12000005,4995
S01007444,S12000005,5923
S01007445,S12000005,6081
S01007446,S12000005,6489
S01007447,S12000005,5901
S01007448,S12000005,5106
S01007449,S12000005,1539
S01007450,S12000005,1313
S01007451,S12000005,3002
S01007452,S12000005,1812
S01007453,S12000005,5096
S01007454,S12000005,1678
S01007455,S12000005,1346
S01007456,S12000005,891
S01007457,S12000005,1565
S01007458,S12000005,5884
S01007459,S12000005,4707
S01007460,S12000005,1264
S01007461,S12000005,148
S01007462,S12000005,1848
S01007463,S12000005,137
S01007464,S12000005,609
S01007465,S12000005,13
S01007466,S12000005,348
S01007467,S12000005,2176
S01007468,S12000005,4973
S01007469,S12000005,2022
S01007470,S12000005,1081
S01007471,S12000005,2001
S01007472,S12000005,1961
S01007473,S12000005,964
S01007474,S12000005,4606
S01007475,S12000005,5738
S01007476,S12000005,4110
S01007477,S12000005,5212
S01007478,S12000005,3877
S01007479,S12000005,2752
S01007480,S12000005,3413
S01007481,S12000006,5075
S01007482,S12000006,1427
S01007483,S12000006,2573
S01007484,S12000006,816
S01007485,S12000006,187
S01007486,S12000006,135
S01007487,S12000006,526
S01007488,S12000006,2285
S01007489,S12000006,3231
S01007490,S12000006,1824
S01007491,S12000006,2512
S01007492,S12000006,2151
S01007493,S12000006,2708
S01007494,S12000006,2868
S01007495,S12000006,3734
S01007496,S12000006,2463
S01007497,S12000006,2816
S01007498,S12000006,2123
S01007499,S12000006,2555
S01007500,S12000006,1935
S01007501,S12000006,2438
S01007502,S12000006,2344
S01007503,S12000006,2739
S01007504,S12000006,3322
S01007505,S12000006,2249
S01007506,S12000006,3853
S01007507,S12000006,2662
S01007508,S12000006,2771
S01007509,S12000006,3015
S01007510,S12000006,3198
S01007511,S12000006,1671
S01007512,S12000006,3059
S01007513,S12000006,2009
S01007514,S12000006,2448
S01007515,S12000006,5774
S01007516,S12000006,2158
S01007517,S12000006,3345
S01007518,S12000006,3526
S01007519,S12000006,2321
S01007520,S12000006,2772
S01007521,S12000006,4850
S01007522,S12000006,3690
S01007523,S12000006,3108
S01007524,S12000006,3759
S01007525,S12000006,4148
S01007526,S12000006,2841
S01007527,S12000006,4854
S01007528,S12000006,3332
S01007529,S12000006,5915
S01007530,S12000006,4109
S01007531,S12000006,3212
S01007532,S12000006,4182
S01007533,S12000006,2444
S01007534,S12000006,3263
S01007535,S12000006,3538
S01007536,S12000006,3760
S01007537,S12000006,3351
S01007538,S12000006,3784
S01007539,S12000006,6451
S01007540,S12000006,2985
S01007541,S12000006,4498
S01007542,S12000006,2244
S01007543,S12000006,2837
S01007544,S12000006,4292
S01007545,S12000006,4468
S01007546,S12000006,4019
S01007547,S12000006,3831
S01007548,S12000006,3375
S01007549,S12000006,3593
S01007550,S12000006,3623
S01007551,S12000006,3399
S01007552,S12000006,1561
S01007553,S12000006,1331
S01007554,S12000006,579
S01007555,S12000006,4346
S01007556,S12000006,2088
S01007557,S12000006,2525
S01007558,S12000006,2568
S01007559,S12000006,3736
S01007560,S12000006,4313
S01007561,S12000006,3686
S01007562,S12000006,3565
S01007563,S12000006,3899
S01007564,S12000006,3381
S01007565,S12000006,3131
S01007566,S12000006,3628
S01007567,S12000006,5088
S01007568,S12000006,4102
S01007569,S12000006,3705
S01007570,S12000006,3844
S01007571,S12000006,3460
S01007572,S12000006,3494
S01007573,S12000006,5094
S01007574,S12000006,2756
S01007575,S12000006,625
S01007576,S12000006,204
S01007577,S12000006,393
S01007578,S12000006,582
S01007579,S12000006,1288
S01007580,S12000006,766
S01007581,S12000006,1520
